,ID,imdb_id,release_date,budget,revenue,genres,original_language,original_title,origin_country,production_countries name,spoken_languages name
223,95610,tt1473832,2016-09-14,35000000,211952420,Comedy,English,Bridget Jones's Baby,FR,France,English
224,17584,tt0283952,2001-01-01,0,0,Crime,English,Blue Hill Avenue,US,United States of America,English
225,502403,tt1479690,2016-11-04,0,0, ,हिन्दी,Mahayoddha Rama, , , 
226,302699,tt1489889,2016-06-15,50000000,216972543,Action,English,Central Intelligence,US,United States of America,English
227,567617,tt1524931,2018-12-04,0,0, , , , , , 
228,509102,tt1525388,2016-10-31,0,0,Crime,Srpski,Iza ogledala,RS,Serbia,Srpski
229,339396,tt1542768,2016-11-11,40000000,0,Comedy,English,True Memoirs of an International Assassin,US,United States of America,English
230,418696,tt1551633,2016-09-22,0,0, , , , , , 
231,463025,tt1558259,2016-08-08,0,0, , , , , , 
232,332979,tt1620935,2016-11-04,6000000,6174491,Drama,English,Bleed for This,US,United States of America,English
233,405790,tt1626251,2016-10-02,0,0,Horror,English,Voodoo Rising,US,United States of America,English
234,47933,tt1628841,2016-06-22,165000000,389681935,Action,English,Independence Day: Resurgence,US,United States of America,English
235,408190,tt1629763,2016-08-18,300000,0,Documentary,العربية,"Comrade, Where Are You Today?",DE,Germany,العربية
236,353571,tt1639084,2016-06-02,0,0,Drama,English,Tallulah,US,United States of America,English
237,255454,tt1640483,2014-02-21,0,0,Comedy,English,Angels in Stardust,US,United States of America,English
238,406992,tt1655461,2016-09-22,0,0,Comedy,English,Wild Oats,DE,Germany,English
239,340101,tt1661275,2017-04-06,11795877,3603484,Romance,English,Their Finest,GB,United Kingdom,English
240,413308,tt1668016,2016-11-03,4700000,0,Romance,Nederlands,Een echte Vermeer,NL,Netherlands,Nederlands
241,413765,tt1691152,2017-02-15,0,0,Documentary,English,David Lynch: The Art Life,US,United States of America,English
242,223702,tt1700841,2016-07-11,19000000,140705322,Adventure,English,Sausage Party,CA,Canada,English
243,384682,tt1711525,2016-11-25,45000000,114501299,Comedy,English,Office Christmas Party,US,United States of America,English
244,301355,tt1712192,2016-09-13,10000000,0,Thriller,English,Message from the King,FR,France,English
245,392820,tt1714917,2016-10-28,0,0,Music,English,Gimme Danger,US,United States of America,English
246,458345,tt1727333,2017-05-19,0,0, , , , , , 
247,410524,tt1733729,2016-08-12,0,0, , , , , , 
248,390736,tt1740495,2016-03-31,0,0, ,Português,Histórias de Alice,BR,Brazil,Português
249,413747,tt1742327,2016-07-28,1000000,0,Romance,English,Black Tar Road,US,United States of America,English
250,376003,tt1753786,2016-01-05,0,0,Action,English,Mercury Plains,US,United States of America,English
251,632660,tt1754194,2016-10-01,0,0,Crime,English,Railway Spine,US,United States of America,English
252,420478,tt1773389,2016-08-19,0,0,Science Fiction,English,Einstein's God Model,US,United States of America,English
253,289559,tt1773467,2016-10-21,200000,0,Thriller,English,House of Purgatory,US,United States of America,English
254,381075,tt1774591,2016-03-12,0,0,Drama,English,Teenage Cocktail,US,United States of America,English
